time,latitude,longitude,depth,temperature,salinity,oxy_conc,oxy_temperature,oxy_percentsat,oxy_conc_umkg
2022-05-27 13:00:00,56.866,-164.04983333333334,6.0,4.9514,32.1912,397.38291191351465,4.9971008,126.45014004418162,387.51887903255755
2022-05-27 14:00:00,56.866,-164.04983333333334,6.0,4.938,32.1938,395.30600665124837,4.9745174,125.75154571421191,385.4922056203206
2022-05-27 15:00:00,56.866,-164.04983333333334,6.0,4.8837,32.1976,394.6277343135021,4.9262989,125.376944394364,384.82743464427676
2022-05-27 16:00:00,56.866,-164.04983333333334,6.0,4.8351,32.1979,395.4315295294624,4.8762493,125.48698782632289,385.60921041232785
2022-05-27 17:00:00,56.866,-164.04983333333334,6.0,4.8179,32.1988,394.11609335793895,4.8597696,125.01903242988766,384.3254898675754
2022-05-27 18:00:00,56.866,-164.04983333333334,6.0,4.7706,32.1982,395.18919491144476,4.8115511,125.21728687486402,385.37021162631436
2022-05-27 19:00:00,56.866,-164.04983333333334,6.0,4.7236,32.1935,396.71669047208405,4.7639429,125.55566439080295,386.8592747806913
2022-05-27 20:00:00,56.866,-164.04983333333334,6.0,4.6637,32.1795,400.2408771758335,4.7041276,126.47626364312549,390.297710600842
2022-05-27 21:00:00,56.866,-164.04983333333334,6.0,4.6083,32.1592,402.0601693618742,4.6424811,126.86329726253369,392.0757397381948
2022-05-27 22:00:00,56.866,-164.04983333333334,6.0,4.6435,32.1371,398.2596631393233,4.677882,125.74937653296871,388.37764812404265
2022-05-27 23:00:00,56.866,-164.04983333333334,6.0,4.6174,32.1228,396.0315776370599,4.6528573,124.9542723518929,386.2080902367466
2022-05-28 00:00:00,56.866,-164.04983333333334,6.0,4.5956,32.1129,394.04117416293917,4.6302739,124.252070085899,384.2691480290617
2022-05-28 01:00:00,56.866,-164.04983333333334,6.0,4.5482,32.1067,392.94041120854195,4.5844968,123.75835152463756,383.1956792763205
2022-05-28 02:00:00,56.866,-164.04983333333334,6.0,4.56,32.1087,392.45028217288785,4.5960937,123.64085651756665,382.7175700495335
2022-05-28 03:00:00,56.866,-164.04983333333334,6.0,4.5764,32.115,393.1548686330572,4.6119631,123.91744822291018,383.4034515706212
2022-05-28 04:00:00,56.866,-164.04983333333334,6.0,4.6528,32.13,394.89328536159496,4.6949722,124.70761127267458,385.09728180831013
2022-05-28 05:00:00,56.866,-164.04983333333334,6.0,4.6792,32.1401,394.98345025073075,4.7163348,124.82443159243107,385.1832443982416
2022-05-28 06:00:00,56.866,-164.04983333333334,6.0,4.6689,32.1481,395.1426308724042,4.706569,124.8514132153857,385.335683575556
2022-05-28 07:00:00,56.866,-164.04983333333334,6.0,4.6543,32.1569,395.9276014701666,4.6949722,125.0639316506494,386.09796592777866
2022-05-28 08:00:00,56.866,-164.04983333333334,6.0,4.6542,32.1554,395.49774980756393,4.6900893,124.92644944397078,385.67922963700414
2022-05-28 09:00:00,56.866,-164.04983333333334,6.0,4.6575,32.1518,393.212560433558,4.6949722,124.21109510437012,383.4519692007428
2022-05-28 10:00:00,56.866,-164.04983333333334,6.0,4.6622,32.1463,391.465493392423,4.7004654,123.66804883672873,381.7500770333297
2022-05-28 11:00:00,56.866,-164.04983333333334,6.0,4.6445,32.1406,390.4725680502769,4.6791028,123.2968091766202,380.78278229217267
2022-05-28 12:00:00,56.866,-164.04983333333334,6.0,4.6249,32.138,389.82520802849285,4.6595712,123.03218842639778,380.1514895696894
2022-05-28 13:00:00,56.866,-164.04983333333334,6.0,4.6021,32.1371,388.530497515138,4.6363775,122.55572025226442,378.88829070332395
2022-05-28 14:00:00,56.866,-164.04983333333334,6.0,4.5913,32.1391,388.8531677237098,4.6266117,122.6275688331529,379.2019495659712
2022-05-28 15:00:00,56.866,-164.04983333333334,6.0,4.5802,32.1416,388.6124451853969,4.6137942,122.52131944731492,378.96604104389644
2022-05-28 16:00:00,56.866,-164.04983333333334,6.0,4.5792,32.1453,388.8387519159233,4.6156252,122.59312641407341,379.1856062731788
2022-05-28 17:00:00,56.866,-164.04983333333334,6.0,4.5765,32.1495,388.8556017181707,4.6125734,122.5943546772987,379.200701583774
2022-05-28 18:00:00,56.866,-164.04983333333334,6.0,4.5716,32.1502,388.94903018433047,4.6095216,122.61003596091172,379.29141615380973
2022-05-28 19:00:00,56.866,-164.04983333333334,6.0,4.6071,32.1439,387.7276431943775,4.6479744,122.3233698364246,378.1035645472577
2022-05-28 20:00:00,56.866,-164.04983333333334,6.0,4.6507,32.1324,386.2290399519932,4.6870375,121.96749042677327,376.64718762661823
2022-05-28 21:00:00,56.866,-164.04983333333334,6.0,4.5961,32.1203,385.671348279509,4.6357671,121.62103356745322,376.10475567610973
2022-05-28 22:00:00,56.866,-164.04983333333334,6.0,4.6222,32.11,383.97994394968913,4.6650645,121.15411775044218,374.4592861030226
2022-05-28 23:00:00,56.866,-164.04983333333334,6.0,4.5907,32.1003,382.1496866523185,4.6424811,120.47681836988431,372.6760106169122
2022-05-29 00:00:00,56.866,-164.04983333333334,6.0,4.5781,32.0919,380.9892794056322,4.6449226,120.06712360088034,371.54630964382096
2022-05-29 01:00:00,56.866,-164.04983333333334,6.0,4.607,32.0837,381.02926855150247,4.6467536,120.15562873073237,371.588756197318
2022-05-29 02:00:00,56.866,-164.04983333333334,6.0,4.5882,32.0867,381.9164259244541,4.6229496,120.383792154767,372.4523567235076
2022-05-29 03:00:00,56.866,-164.04983333333334,6.0,4.6127,32.0895,382.05377315781334,4.647364,120.50040713523889,372.58642180784307
2022-05-29 04:00:00,56.866,-164.04983333333334,6.0,4.6578,32.0944,381.66693013294497,4.698024,120.51302932849046,372.2094684624424
2022-05-29 05:00:00,56.866,-164.04983333333334,6.0,4.6947,32.103,380.60445019924373,4.7346456,120.29155399102424,371.17225292140824
2022-05-29 06:00:00,56.866,-164.04983333333334,6.0,4.7251,32.1127,380.52107574821946,4.7663844,120.36148406611795,371.08932350650815
2022-05-29 07:00:00,56.866,-164.04983333333334,6.0,4.7324,32.1227,381.64448399187665,4.7712673,120.74694831173261,372.1822890961142
2022-05-29 08:00:00,56.866,-164.04983333333334,6.0,4.7452,32.1268,382.6089593597374,4.7840848,121.09288119868987,373.12216307463154
2022-05-29 09:00:00,56.866,-164.04983333333334,6.0,4.7733,32.1287,381.64650559035186,4.8152132,120.87117856752161,372.1841109208363
2022-05-29 10:00:00,56.866,-164.04983333333334,6.0,4.7823,32.1278,380.62912594295966,4.8207065,120.5740895855798,371.19256117923686
2022-05-29 11:00:00,56.866,-164.04983333333334,6.0,4.7747,32.1264,379.9767621474454,4.8152132,120.34431158366145,370.5564792779676
2022-05-29 12:00:00,56.866,-164.04983333333334,6.0,4.7629,32.1249,379.6867738745271,4.8042267,120.21719893419443,370.2736562804953
2022-05-29 13:00:00,56.866,-164.04983333333334,6.0,4.7488,32.1244,379.6195665974878,4.787747,120.15494862798435,370.20771736220695
2022-05-29 14:00:00,56.866,-164.04983333333334,6.0,4.7309,32.1255,379.9106656371607,4.7700465,120.19659744862406,370.49059806595307
2022-05-29 15:00:00,56.866,-164.04983333333334,6.0,4.7163,32.1289,379.971305201801,4.757229,120.17684975648521,370.5482011528608
2022-05-29 16:00:00,56.866,-164.04983333333334,6.0,4.7154,32.1335,379.6928354687034,4.7547875,120.09032345419845,370.2752857863579
2022-05-29 17:00:00,56.866,-164.04983333333334,6.0,4.7355,32.1387,379.4563152909692,4.7737087,120.07792221864113,370.0439124199494
2022-05-29 18:00:00,56.866,-164.04983333333334,6.0,4.7464,32.1406,379.58689854450716,4.7889677,120.15227531157804,370.17113030638126
2022-05-29 19:00:00,56.866,-164.04983333333334,6.0,4.7449,32.139,379.87589948440194,4.7840848,120.23800073862385,370.4533632653204
2022-05-29 20:00:00,56.866,-164.04983333333334,6.0,4.7278,32.1327,379.3579280618978,4.7712673,120.01928642821282,369.94938763243874
2022-05-29 21:00:00,56.866,-164.04983333333334,6.0,4.7198,32.1209,378.37661990190804,4.7608911,119.67534335340362,368.9954793211955
2022-05-29 22:00:00,56.866,-164.04983333333334,6.0,4.7026,32.1127,378.4648555691483,4.7444114,119.6466388581227,369.0832133918005
2022-05-29 23:00:00,56.866,-164.04983333333334,6.0,4.6809,32.1009,377.86889434576307,4.7224384,119.38563453253008,368.50456587823396
2022-05-30 00:00:00,56.866,-164.04983333333334,6.0,4.6696,32.0931,378.8870501323983,4.7120623,119.66793114847599,369.4992904170964
2022-05-30 01:00:00,56.866,-164.04983333333334,6.0,4.6381,32.0891,379.24129225943176,4.6839857,119.6858520558274,369.8447073285224
2022-05-30 02:00:00,56.866,-164.04983333333334,6.0,4.6369,32.0881,379.38109540696786,4.6821546,119.72563240925108,369.98128736697873
2022-05-30 03:00:00,56.866,-164.04983333333334,6.0,4.6559,32.0935,378.95591320953974,4.706569,119.65075997846087,369.5658141685761
2022-05-30 04:00:00,56.866,-164.04983333333334,6.0,4.6766,32.0945,378.96702650856656,4.7224384,119.71451699448453,369.57715040355237
2022-05-30 05:00:00,56.866,-164.04983333333334,6.0,4.679,32.0984,379.0475234731313,4.7236591,119.75032529156589,369.6546289035095
2022-05-30 06:00:00,56.866,-164.04983333333334,6.0,4.7368,32.1066,378.788743382482,4.787747,119.84160949911467,369.4021183921287
2022-05-30 07:00:00,56.866,-164.04983333333334,6.0,4.7551,32.1158,378.7184132133519,4.8023957,119.88006926183068,369.3316030861015
2022-05-30 08:00:00,56.866,-164.04983333333334,6.0,4.8308,32.1291,378.77413771493866,4.8768597,120.12674987699474,369.3850580418937
2022-05-30 09:00:00,56.866,-164.04983333333334,6.0,4.8044,32.1364,380.5726424270498,4.8487831,120.62763927419877,371.1358641563836
2022-05-30 10:00:00,56.866,-164.04983333333334,6.0,4.8484,32.1356,380.78128046912667,4.9000534,120.81993458415991,371.34126564133
2022-05-30 11:00:00,56.866,-164.04983333333334,6.0,4.8746,32.1345,379.7657681537236,4.9262989,120.57209296137978,370.3522617971829
2022-05-30 12:00:00,56.866,-164.04983333333334,6.0,4.8572,32.1338,379.01635932380714,4.9037156,120.28357865961772,369.62095409203454
2022-05-30 13:00:00,56.866,-164.04983333333334,6.0,4.8521,32.133,378.8670781938469,4.8963912,120.22084898373286,369.4754044503884
2022-05-30 14:00:00,56.866,-164.04983333333334,6.0,4.8281,32.1311,379.6549416580566,4.8738079,120.40013083578754,370.2433516647013
2022-05-30 15:00:00,56.866,-164.04983333333334,6.0,4.7848,32.1329,379.8782397437496,4.8304723,120.34800846657174,370.45892652538845
2022-05-30 16:00:00,56.866,-164.04983333333334,6.0,4.8621,32.1412,378.72478113100624,4.9085985,120.21174989345482,369.3346810831054
2022-05-30 17:00:00,56.866,-164.04983333333334,6.0,4.8653,32.1455,379.0809538969097,4.9165332,120.33785996221997,369.68091836707663
2022-05-30 18:00:00,56.866,-164.04983333333334,6.0,4.8645,32.1445,378.9054294795058,4.9153124,120.2789451100236,369.51000099115123
2022-05-30 19:00:00,56.866,-164.04983333333334,6.0,4.8443,32.144,378.8539489214945,4.897612,120.20418589103805,369.4591573349288
2022-05-30 20:00:00,56.866,-164.04983333333334,6.0,4.8709,32.141,378.3957418333064,4.9635309,120.1323532287326,369.0141979036239
2022-05-30 21:00:00,56.866,-164.04983333333334,6.0,4.8855,32.1343,376.7947647451258,4.9604791,119.65976026987366,367.45538042892315
2022-05-30 22:00:00,56.866,-164.04983333333334,6.0,5.0024,32.1089,374.3200413612076,5.0416571,119.18283034835291,365.0536776296619
2022-05-30 23:00:00,56.866,-164.04983333333334,6.0,4.938,32.0927,375.3644939112227,5.0062562,119.31776544494595,366.07435597993634
2022-05-31 00:00:00,56.866,-164.04983333333334,6.0,4.8558,32.0961,376.1805423395596,4.9336233,119.34598368658065,366.8660707179385
2022-05-31 01:00:00,56.866,-164.04983333333334,6.0,4.9356,32.0963,374.82115475269796,4.9867247,119.14144239597975,365.5433546315601
2022-05-31 02:00:00,56.866,-164.04983333333334,6.0,4.9515,32.1002,374.18043055054727,5.0068666,118.98632061144374,364.9180039230858
2022-05-31 03:00:00,56.866,-164.04983333333334,6.0,4.9722,32.0936,373.96357491043557,5.0227359,118.97015174600457,364.70917631132784
2022-05-31 04:00:00,56.866,-164.04983333333334,6.0,5.027,32.097,374.21755294153974,5.0715648,119.20938045621186,364.95803868388384
2022-05-31 05:00:00,56.866,-164.04983333333334,6.0,5.0208,32.1055,375.12981559122613,5.0648508,119.48994183324493,365.84508418098034
2022-05-31 06:00:00,56.866,-164.04983333333334,6.0,5.047,32.1109,374.6005199839176,5.0917067,119.40054919834544,365.32838766963556
2022-05-31 07:00:00,56.866,-164.04983333333334,6.0,5.0153,32.1156,373.8480033787118,5.0691234,119.07504069397264,364.5919389804598
2022-05-31 08:00:00,56.866,-164.04983333333334,6.0,5.0367,32.1176,373.19580584834466,5.0813306,118.92961887347839,363.9561584132953
2022-05-31 09:00:00,56.866,-164.04983333333334,6.0,5.0746,32.1232,371.0158899188023,5.121004,118.34647056461503,361.83011709494
2022-05-31 10:00:00,56.866,-164.04983333333334,6.0,5.1048,32.1286,370.0648389109549,5.1533532,118.1326038976682,360.9022794316775
2022-05-31 11:00:00,56.866,-164.04983333333334,6.0,5.0871,32.1318,371.1112622698939,5.1332113,118.41966285281478,361.92121011988144
2022-05-31 12:00:00,56.866,-164.04983333333334,6.0,5.1031,32.1316,370.92468195612133,5.1460288,118.40495233849293,361.7399289379941
2022-05-31 13:00:00,56.866,-164.04983333333334,6.0,5.0987,32.1302,370.65889759247705,5.1435874,118.30650691237956,361.480945463858
2022-05-31 14:00:00,56.866,-164.04983333333334,6.0,5.0955,32.1272,369.32227248414387,5.1368734,117.86828455948273,360.1781272770674
2022-05-31 15:00:00,56.866,-164.04983333333334,6.0,5.0809,32.125,369.0321984953649,5.1222248,117.73292214102096,359.8952818907944
2022-05-31 16:00:00,56.866,-164.04983333333334,6.0,5.0553,32.1232,368.8130514635347,5.0984207,117.58984436511717,359.68107301380843
2022-05-31 17:00:00,56.866,-164.04983333333334,6.0,5.0421,32.1204,368.5648147830308,5.0862135,117.47136166327262,359.4392523252645
2022-05-31 18:00:00,56.866,-164.04983333333334,6.0,5.058,32.1268,369.51635639744933,5.1039139,117.82481048076916,360.3660659297857
2022-05-31 19:00:00,56.866,-164.04983333333334,6.0,5.0593,32.1301,369.32163184385297,5.105745,117.76926039532773,360.17529538267615
2022-05-31 20:00:00,56.866,-164.04983333333334,6.0,5.0814,32.1267,368.90007492154996,5.1283284,117.6936619190236,359.7659765084782
2022-05-31 21:00:00,56.866,-164.04983333333334,6.0,5.0895,32.1186,368.43170074080325,5.1472496,117.5597554926177,359.31176021541165
2022-05-31 22:00:00,56.866,-164.04983333333334,6.0,5.1507,32.1077,367.77686698611376,5.1997406,117.51194284916193,358.678522793539
2022-05-31 23:00:00,56.866,-164.04983333333334,6.0,5.1364,32.1008,368.14980573989794,5.1899748,117.5851281897196,359.04359360418965
2022-06-01 00:00:00,56.866,-164.04983333333334,6.0,5.1132,32.1043,368.6002133222249,5.178378,117.66721331788182,359.48098885922474
2022-06-01 01:00:00,56.866,-164.04983333333334,6.0,5.2404,32.0957,366.72784432389716,5.3065537,117.41579165041318,357.662253012683
2022-06-01 02:00:00,56.866,-164.04983333333334,6.0,5.1688,32.0882,367.85570668672875,5.2265965,117.57053677741807,358.76151743845907
2022-06-01 03:00:00,56.866,-164.04983333333334,6.0,5.1868,32.0833,367.4743510184294,5.2394141,117.49452583873644,358.3916454036723
2022-06-01 04:00:00,56.866,-164.04983333333334,6.0,5.198,32.0831,368.29143468024154,5.2479591,117.78688610666335,359.18902601015645
2022-06-01 05:00:00,56.866,-164.04983333333334,6.0,5.1848,32.0962,369.178897768523,5.2406348,118.04528124936348,360.0503970556109
2022-06-01 06:00:00,56.866,-164.04983333333334,6.0,5.2676,32.1112,369.66873774334323,5.3303578,118.4473476201776,360.5272056711566
2022-06-01 07:00:00,56.866,-164.04983333333334,6.0,5.1995,32.1143,370.28884574016183,5.2455177,118.45745616380599,361.1284298415845
2022-06-01 08:00:00,56.866,-164.04983333333334,6.0,5.2381,32.1195,369.69866718281844,5.2864118,118.38150610125813,360.5529211212676
2022-06-01 09:00:00,56.866,-164.04983333333334,6.0,5.2801,32.1302,369.08727878435286,5.3486687,118.31279338539031,359.95533971215485
2022-06-01 10:00:00,56.866,-164.04983333333334,6.0,5.2981,32.1328,368.5692534497168,5.3773556,118.19937866655484,359.45012078786414
2022-06-01 11:00:00,56.866,-164.04983333333334,6.0,5.3178,32.1303,367.4527375888624,5.3822385,117.89406569672525,358.36269837001856
2022-06-01 12:00:00,56.866,-164.04983333333334,6.0,5.2997,32.1246,366.043607900928,5.4121462,117.38668560395766,356.9892869695256
2022-06-01 13:00:00,56.866,-164.04983333333334,6.0,5.2751,32.1284,365.8806689595769,5.4023804,117.26944203123469,356.82836769169177
2022-06-01 14:00:00,56.866,-164.04983333333334,6.0,5.4356,32.1199,363.9586782705963,5.5006485,117.08950338392437,354.9625591587619
2022-06-01 15:00:00,56.866,-164.04983333333334,6.0,5.2586,32.128,367.45041724589356,5.3224231,117.72620482521434,358.35874124017386
2022-06-01 16:00:00,56.866,-164.04983333333334,6.0,5.2478,32.1318,367.5033940949948,5.3602655,117.71639230525312,358.40893228148485
2022-06-01 17:00:00,56.866,-164.04983333333334,6.0,5.2655,32.1402,369.47788818495746,5.3230335,118.40588725497783,360.33292615893504
2022-06-01 18:00:00,56.866,-164.04983333333334,6.0,5.2757,32.1504,372.68651583480226,5.340734,119.47207808269826,363.4596818331463
2022-06-01 19:00:00,56.866,-164.04983333333334,6.0,5.4649,32.1434,372.1738348409663,5.542153,119.83617390620178,362.96926585346927
2022-06-01 20:00:00,56.866,-164.04983333333334,6.0,5.5603,32.147,370.3697776160737,5.6489662,119.52694641326104,361.2126991996036
2022-06-01 21:00:00,56.866,-164.04983333333334,6.0,5.5271,32.1477,372.01549602790493,5.5964752,119.96482493670761,362.8161735745247
2022-06-01 22:00:00,56.866,-164.04983333333334,6.0,5.5671,32.1412,370.7635414008524,5.636759,119.668026032967,361.5986229079435
2022-06-01 23:00:00,56.866,-164.04983333333334,6.0,5.4558,32.1444,369.10512731799673,5.6099031,118.8234506965093,359.97580915792787
2022-06-02 00:00:00,56.866,-164.04983333333334,6.0,5.3473,32.119,368.1899893744523,5.482948,118.20311538944786,359.08601253105144
2022-06-02 01:00:00,56.866,-164.04983333333334,6.0,5.2947,32.1052,369.57237723372214,5.3743038,118.48718156092899,360.43596904303354
2022-06-02 02:00:00,56.866,-164.04983333333334,6.0,5.2959,32.1003,368.59790257055926,5.3706416,118.17380289395511,359.486991951354
2022-06-02 03:00:00,56.866,-164.04983333333334,6.0,5.5809,32.0797,364.06740041440673,5.7252613,117.49125414923391,355.0853987356085
2022-06-02 04:00:00,56.866,-164.04983333333334,6.0,5.3536,32.0897,368.45308517832126,5.4286259,118.27939890832373,359.35097860065963
2022-06-02 05:00:00,56.866,-164.04983333333334,6.0,5.3928,32.1042,368.7190238905673,5.4884413,118.48727608711604,359.60788507912815
2022-06-02 06:00:00,56.866,-164.04983333333334,6.0,5.7118,32.1113,363.8261140323967,6.057908,117.8029764477628,354.84670967943276
2022-06-02 07:00:00,56.866,-164.04983333333334,6.0,5.5122,32.1396,369.0144630231613,5.6227207,118.94813201781945,359.89099600783436
2022-06-02 08:00:00,56.866,-164.04983333333334,6.0,5.4345,32.1377,370.0359642516006,5.6025788,119.05730651175253,360.88462997038675
2022-06-02 09:00:00,56.866,-164.04983333333334,6.0,5.5427,32.1446,372.1910862697531,5.6392004,120.06280236668614,362.9889280000753
2022-06-02 10:00:00,56.866,-164.04983333333334,6.0,5.6153,32.1443,370.7274108747404,5.7887388,119.79493957252005,361.5644969170141
2022-06-02 11:00:00,56.866,-164.04983333333334,6.0,5.6031,32.1464,372.8967944044174,5.6886397,120.46324099792378,363.6791690206669
2022-06-02 12:00:00,56.866,-164.04983333333334,6.0,5.4669,32.1431,373.360558187669,5.6190585,120.22369084419728,364.12680505273346
2022-06-02 13:00:00,56.866,-164.04983333333334,6.0,5.4739,32.1523,371.22969976111136,5.564126,119.56546622132618,362.0463602169944
2022-06-02 14:00:00,56.866,-164.04983333333334,6.0,5.5542,32.1496,367.79237772204357,5.6581216,118.68040260519044,358.69805684844835
2022-06-02 15:00:00,56.866,-164.04983333333334,6.0,5.5192,32.1424,367.4421823033742,5.6715496,118.46333162620351,358.35709642394585
2022-06-02 16:00:00,56.866,-164.04983333333334,6.0,5.5945,32.1497,366.56359295344396,5.763714,118.39625909886476,357.50125921127164
2022-06-02 17:00:00,56.866,-164.04983333333334,6.0,5.8751,32.1367,366.13925320928496,6.0542458,119.02914926674015,357.10251277810835
2022-06-02 18:00:00,56.866,-164.04983333333334,6.0,5.6787,32.1457,368.6212605282871,5.7832456,119.29328816449059,359.51261296141735
2022-06-02 19:00:00,56.866,-164.04983333333334,6.0,5.6073,32.1431,371.76212710768124,5.7051194,120.10561426678332,362.57364503392876
2022-06-02 20:00:00,56.866,-164.04983333333334,6.0,5.4358,32.1361,375.4804501514975,5.5177386,120.81131322165912,366.1949738084109
2022-06-02 21:00:00,56.866,-164.04983333333334,6.0,5.6138,32.143,372.81327802704254,5.704509,120.46354164481856,363.5991121813112
2022-06-02 22:00:00,56.866,-164.04983333333334,6.0,5.7065,32.1478,371.478118986227,5.7905699,120.2982307211698,362.2994454605242
2022-06-02 23:00:00,56.866,-164.04983333333334,6.0,5.6078,32.1449,371.0371561133864,5.7496757,119.87441016210583,361.8661107314169
2022-06-03 00:00:00,56.866,-164.04983333333334,6.0,5.6055,32.1377,368.37716162821994,5.7570001,119.00221539147877,359.2737650005837
2022-06-03 01:00:00,56.866,-164.04983333333334,6.0,5.4259,32.1243,369.61902563391,5.5091936,118.8871631813062,360.4813838118431
2022-06-03 02:00:00,56.866,-164.04983333333334,6.0,5.557,32.1224,368.1961004136298,5.6923018,118.79449565724542,359.0994431473377
2022-06-03 03:00:00,56.866,-164.04983333333334,6.0,5.741,32.1289,366.2419344431395,5.8644236,118.6820134277641,357.1992586567149
2022-06-03 04:00:00,56.866,-164.04983333333334,6.0,5.544,32.1028,368.64055071384956,5.6569009,118.8841576398155,359.53782033440024
2022-06-03 05:00:00,56.866,-164.04983333333334,6.0,6.1456,32.1384,359.1678957870899,6.5919738,117.50409671568491,350.31395227848077
2022-06-03 06:00:00,56.866,-164.04983333333334,6.0,5.8281,32.1193,366.0925597301824,5.9431601,118.86770204678223,357.05980684776
2022-06-03 07:00:00,56.866,-164.04983333333334,6.0,5.8236,32.1173,366.40085851773443,5.92607,118.95349641540972,357.36086306131676
2022-06-03 08:00:00,56.866,-164.04983333333334,6.0,5.7001,32.1364,367.5216050549605,5.814374,118.98900943771994,358.4435780123331
2022-06-03 09:00:00,56.866,-164.04983333333334,6.0,5.8933,32.1479,366.45951151818304,6.0127413,119.19391483301169,357.41254195872165
2022-06-03 10:00:00,56.866,-164.04983333333334,6.0,5.9037,32.1538,366.75802732578506,6.0493629,119.32525853798204,357.7024971850955
2022-06-03 11:00:00,56.866,-164.04983333333334,6.0,5.7232,32.141,370.9523424325646,5.8357366,120.16901332266323,361.7892499670943
2022-06-03 12:00:00,56.866,-164.04983333333334,6.0,5.5816,32.1445,374.911946756839,5.6733806,121.0512535008717,365.6441532011268
2022-06-03 13:00:00,56.866,-164.04983333333334,6.0,5.8226,32.1551,369.73642741501243,5.9443809,120.06724043524271,360.60358995264403
2022-06-03 14:00:00,56.866,-164.04983333333334,6.0,5.8209,32.135,369.4781603493146,5.9279011,119.96071003392285,360.3572125788848
2022-06-03 15:00:00,56.866,-164.04983333333334,6.0,5.8272,32.1394,368.58231415285576,6.0023651,119.69142255716709,359.48252519522595
2022-06-03 16:00:00,56.866,-164.04983333333334,6.0,5.849,32.1403,368.7717132803761,5.9297322,119.81489708538047,359.66790987526764
2022-06-03 17:00:00,56.866,-164.04983333333334,6.0,5.8709,32.1463,368.88948729707704,5.9730678,119.91997265425968,359.7820306764201
2022-06-03 18:00:00,56.866,-164.04983333333334,6.0,5.9777,32.1479,368.7652727630431,6.1183337,120.18081575474635,359.6649407990888
2022-06-03 19:00:00,56.866,-164.04983333333334,6.0,5.5922,32.1368,373.5751109292317,5.704509,120.64281272599308,364.3429648591932
2022-06-03 20:00:00,56.866,-164.04983333333334,6.0,5.7308,32.1701,368.9108166112858,6.0743877,119.55480561046778,359.79039707690515
2022-06-03 21:00:00,56.866,-164.04983333333334,6.0,5.9844,32.1528,365.3191033295046,6.2281987,119.08066491874787,356.3027520479555
2022-06-03 22:00:00,56.866,-164.04983333333334,6.0,6.0689,32.1451,364.14518376124005,6.3081559,118.92557474424865,355.16346342530005
2022-06-03 23:00:00,56.866,-164.04983333333334,6.0,6.1623,32.1411,362.6016529699722,6.4558633,118.67598184984465,353.6630353157636
2022-06-04 00:00:00,56.866,-164.04983333333334,6.0,5.56,32.157,368.4592986494093,6.0914778,118.91838766153032,359.3466717157554
2022-06-04 01:00:00,56.866,-164.04983333333334,6.0,5.7629,32.0979,365.93545062640055,6.066453,118.61636392674623,356.90976960179376
2022-06-04 02:00:00,56.866,-164.04983333333334,6.0,5.6387,32.1133,366.6796614386701,5.8558785,118.52490678083012,357.6262917235689
2022-06-04 03:00:00,56.866,-164.04983333333334,6.0,5.6158,32.112,368.68333176559645,5.7600519,119.10724655865646,359.57991526409955
2022-06-04 04:00:00,56.866,-164.04983333333334,6.0,5.7419,32.0988,365.62370865496104,6.1067369,118.45771644540474,356.6046072770203
2022-06-04 05:00:00,56.866,-164.04983333333334,6.0,5.8288,32.1183,365.7990024812302,6.1201648,118.77345341362854,356.7737965496634
2022-06-04 06:00:00,56.866,-164.04983333333334,6.0,6.4616,32.152,359.5860886300203,7.0161746,118.51916349320011,350.7316280843321
2022-06-04 07:00:00,56.866,-164.04983333333334,6.0,5.8659,32.136,365.57203122065766,6.4424353,118.81853857131561,356.54910047944514
2022-06-04 08:00:00,56.866,-164.04983333333334,6.0,6.394,32.1407,363.2400734930829,6.6169986,119.52621260555057,354.29577365851515
2022-06-04 09:00:00,56.866,-164.04983333333334,6.0,6.517,32.1094,362.6585523804909,6.6108949,119.64757318339159,353.7424437660417
2022-06-04 10:00:00,56.866,-164.04983333333334,6.0,6.1336,32.1669,362.98678577695335,6.5370413,118.74531294513663,354.03042624556235
2022-06-04 11:00:00,56.866,-164.04983333333334,6.0,6.2729,32.1352,363.89023803672046,6.487602,119.39926560049506,354.92619608186925
2022-06-04 12:00:00,56.866,-164.04983333333334,6.0,6.6805,32.132,359.75687548191206,6.9240101,119.15905991496633,350.9131647572595
2022-06-04 13:00:00,56.866,-164.04983333333334,6.0,6.903,32.1258,358.16472590429936,7.1083391,119.23511201478121,349.37168138254987
2022-06-04 14:00:00,56.866,-164.04983333333334,6.0,6.0441,32.2032,365.93644678638003,6.3875029,119.49283634395418,356.89352691180596
2022-06-04 15:00:00,56.866,-164.04983333333334,6.0,6.3194,32.1655,364.23207812973044,6.5480278,119.6673334822026,355.2533383409562
2022-06-04 16:00:00,56.866,-164.04983333333334,6.0,5.7355,32.1353,369.3640803851147,6.1439689,119.68399006848911,360.24231245756374
2022-06-04 17:00:00,56.866,-164.04983333333334,6.0,5.9595,32.1858,366.6267682316992,6.286183,119.46660604396497,357.5680058836072
2022-06-04 18:00:00,56.866,-164.04983333333334,6.0,6.1337,32.1449,363.93884605112714,6.4430457,119.03766955751149,354.96501117639673
2022-06-04 19:00:00,56.866,-164.04983333333334,6.0,6.3754,32.1607,363.43791185672524,6.560235,119.5574028493036,354.4824799945574
2022-06-04 20:00:00,56.866,-164.04983333333334,6.0,6.2965,32.2319,363.51543489593325,6.5492485,119.42696512678432,354.53526083891813
