time,latitude,longitude,depth,temperature,salinity,oxy_conc,oxy_temperature,oxy_percentsat,oxy_conc_umkg
2022-05-01 14:00:00,56.866,-164.04983333333334,6.0,1.3276,-0.0004,,1.7499809,,
2022-05-01 15:00:00,56.866,-164.04983333333334,6.0,2.7695,0.0008,,3.052491,,
2022-05-01 16:00:00,56.866,-164.04983333333334,6.0,3.8167,0.0016,,3.7837034,,
2022-05-01 17:00:00,56.866,-164.04983333333334,6.0,3.6054,0.0016,,3.309453,,
2022-05-01 18:00:00,56.866,-164.04983333333334,6.0,3.1633,0.0016,,2.8028534,,
2022-05-01 19:00:00,56.866,-164.04983333333334,6.0,3.01,0.0014,,2.6478218,,
2022-05-01 20:00:00,56.866,-164.04983333333334,6.0,3.5016,0.0017,,2.9151598,,
2022-05-01 21:00:00,56.866,-164.04983333333334,6.0,3.997,0.0022,,3.3741512,,
2022-05-01 22:00:00,56.866,-164.04983333333334,6.0,3.8562,0.0022,,3.5114824,,
2022-05-01 23:00:00,56.866,-164.04983333333334,6.0,4.3344,0.0025,,3.8679332,,
2022-05-02 00:00:00,56.866,-164.04983333333334,6.0,4.477,0.0026,,4.1340505,,
2022-05-02 01:00:00,56.866,-164.04983333333334,6.0,4.7998,0.0028,,4.2451362,,
2022-05-02 02:00:00,56.866,-164.04983333333334,6.0,4.9066,0.0028,,4.5783932,,
2022-05-02 03:00:00,56.866,-164.04983333333334,6.0,5.3052,0.0031,,4.9476616,,
2022-05-02 04:00:00,56.866,-164.04983333333334,6.0,4.5556,0.0026,,4.3330282,,
2022-05-02 05:00:00,56.866,-164.04983333333334,6.0,4.1462,0.0024,,4.0302892,,
2022-05-02 06:00:00,56.866,-164.04983333333334,6.0,3.702,0.0021,,3.5883879,,
2022-05-02 07:00:00,56.866,-164.04983333333334,6.0,3.4119,0.002,,3.3704891,,
2022-05-02 08:00:00,56.866,-164.04983333333334,6.0,3.3143,0.0019,,3.2905318,,
2022-05-02 09:00:00,56.866,-164.04983333333334,6.0,3.2149,0.0019,,3.2087434,,
2022-05-02 10:00:00,56.866,-164.04983333333334,6.0,3.241,0.0022,,3.2343786,,
2022-05-02 11:00:00,56.866,-164.04983333333334,6.0,3.1081,0.0021,,3.0756847,,
2022-05-02 12:00:00,56.866,-164.04983333333334,6.0,3.1729,0.0022,,3.1361105,,
2022-05-02 13:00:00,56.866,-164.04983333333334,6.0,3.2511,0.0023,,3.1989776,,
2022-05-02 14:00:00,56.866,-164.04983333333334,6.0,3.1989,0.0023,,3.1641871,,
2022-05-02 15:00:00,56.866,-164.04983333333334,6.0,3.1747,0.0023,,3.1715114,,
2022-05-02 16:00:00,56.866,-164.04983333333334,6.0,3.1875,0.0024,,3.1983673,,
2022-05-02 17:00:00,56.866,-164.04983333333334,6.0,3.4608,0.0025,,3.4486152,,
2022-05-02 18:00:00,56.866,-164.04983333333334,6.0,3.2928,0.0024,,3.2746624,,
2022-05-02 19:00:00,56.866,-164.04983333333334,6.0,3.5265,0.0026,,3.5340658,,
2022-05-02 20:00:00,56.866,-164.04983333333334,6.0,4.0881,0.0029,,4.0711833,,
2022-05-02 21:00:00,56.866,-164.04983333333334,6.0,4.4974,0.0032,,4.5191882,,
2022-05-02 22:00:00,56.866,-164.04983333333334,6.0,4.5233,0.0033,,4.5472648,,
2022-05-02 23:00:00,56.866,-164.04983333333334,6.0,4.5954,0.0033,,4.5558099,,
2022-05-03 00:00:00,56.866,-164.04983333333334,6.0,4.4656,0.0032,,4.4380102,,
2022-05-03 01:00:00,56.866,-164.04983333333334,6.0,4.7221,0.0034,,4.6656748,,
2022-05-03 02:00:00,56.866,-164.04983333333334,6.0,4.5553,0.0033,,4.4270237,,
2022-05-03 03:00:00,56.866,-164.04983333333334,6.0,4.3109,0.0031,,4.2597848,,
2022-05-03 04:00:00,56.866,-164.04983333333334,6.0,4.1084,0.003,,3.9796292,,
2022-05-03 05:00:00,56.866,-164.04983333333334,6.0,3.8538,0.0028,,3.7824826,,
2022-05-03 06:00:00,56.866,-164.04983333333334,6.0,3.3892,0.0025,,3.3491264,,
2022-05-03 07:00:00,56.866,-164.04983333333334,6.0,3.1357,0.0023,,3.1532006,,
2022-05-03 08:00:00,56.866,-164.04983333333334,6.0,2.9042,0.0022,,2.8712139,,
2022-05-03 09:00:00,56.866,-164.04983333333334,6.0,2.6168,0.002,,2.5892271,,
2022-05-03 10:00:00,56.866,-164.04983333333334,6.0,2.5571,0.0019,,2.4848554,,
2022-05-03 11:00:00,56.866,-164.04983333333334,6.0,2.4132,0.0018,,2.4055085,,
2022-05-03 12:00:00,56.866,-164.04983333333334,6.0,2.4885,0.0018,,2.4225986,,
2022-05-03 13:00:00,56.866,-164.04983333333334,6.0,2.0886,0.0016,,1.980087,,
2022-05-03 14:00:00,56.866,-164.04983333333334,6.0,1.8247,0.0014,,1.6889448,,
2022-05-03 15:00:00,56.866,-164.04983333333334,6.0,1.5351,0.0012,,1.5009537,,
2022-05-03 16:00:00,56.866,-164.04983333333334,6.0,1.3917,0.0011,,1.3434806,,
2022-05-03 17:00:00,56.866,-164.04983333333334,6.0,1.3705,0.0011,,1.3324941,,
2022-05-03 18:00:00,56.866,-164.04983333333334,6.0,1.6253,0.0015,,1.6291295,,
2022-05-03 19:00:00,56.866,-164.04983333333334,6.0,2.2614,0.002,,2.3438621,,
2022-05-03 20:00:00,56.866,-164.04983333333334,6.0,2.8748,0.0023,,2.9322499,,
2022-05-03 21:00:00,56.866,-164.04983333333334,6.0,2.7875,0.0022,,2.690547,,
2022-05-03 22:00:00,56.866,-164.04983333333334,6.0,3.6753,0.0027,,3.886244,,
2022-05-03 23:00:00,56.866,-164.04983333333334,6.0,4.5331,0.0032,,4.5185779,,
2022-05-04 00:00:00,56.866,-164.04983333333334,6.0,6.0329,0.0042,,7.0943008,,
2022-05-04 01:00:00,56.866,-164.04983333333334,6.0,9.8626,0.0065,,7.8889906,,
2022-05-04 02:00:00,56.866,-164.04983333333334,6.0,13.6531,0.0082,,9.2336156,,
2022-05-04 03:00:00,56.866,-164.04983333333334,6.0,10.3684,0.0053,,7.3939879,,
2022-05-04 04:00:00,56.866,-164.04983333333334,6.0,7.098,0.0033,,6.0994125,,
2022-05-04 05:00:00,56.866,-164.04983333333334,6.0,6.0826,0.0027,,5.1478599,,
2022-05-04 06:00:00,56.866,-164.04983333333334,6.0,4.3531,0.0015,,4.1157397,,
2022-05-04 07:00:00,56.866,-164.04983333333334,6.0,3.5927,0.001,,3.4589914,,
2022-05-04 08:00:00,56.866,-164.04983333333334,6.0,3.2692,0.0008,,3.2532998,,
2022-05-04 09:00:00,56.866,-164.04983333333334,6.0,2.986,0.0006,,2.9218738,,
2022-05-04 10:00:00,56.866,-164.04983333333334,6.0,2.9673,0.0006,,3.0061036,,
2022-05-04 11:00:00,56.866,-164.04983333333334,6.0,2.9884,0.0006,,3.0091554,,
2022-05-04 12:00:00,56.866,-164.04983333333334,6.0,3.077,0.0009,,3.0073243,,
2022-05-04 13:00:00,56.866,-164.04983333333334,6.0,2.8382,0.0013,,2.6789502,,
